This file was created by CMPT_IND_RETS using the 202402 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
201102,    611,    714,    783,    453,   1180
201103,    604,    710,    778,    450,   1174
201104,    600,    708,    767,    445,   1162
201105,    596,    705,    761,    443,   1154
201106,    591,    699,    753,    433,   1144
201107,    605,    720,    793,    461,   1176
201108,    604,    718,    788,    459,   1174
201109,    603,    714,    783,    457,   1169
201110,    601,    712,    777,    453,   1162
201111,    597,    706,    770,    450,   1152
201112,    593,    699,    765,    448,   1144
201201,    591,    695,    757,    446,   1136
201202,    589,    693,    750,    441,   1131
201203,    588,    688,    746,    438,   1126
201204,    585,    686,    743,    434,   1120
201205,    583,    682,    740,    433,   1111
201206,    577,    678,    739,    429,   1104
201207,    592,    690,    778,    449,   1132
201208,    589,    686,    771,    440,   1130
201209,    585,    684,    769,    436,   1120
201210,    579,    677,    764,    435,   1112
201211,    578,    674,    756,    434,   1107
201212,    577,    667,    747,    428,   1100
201301,    572,    666,    745,    426,   1098
201302,    566,    665,    742,    425,   1092
201303,    565,    664,    737,    421,   1086
201304,    561,    660,    729,    420,   1079
201305,    557,    656,    725,    419,   1072
201306,    552,    654,    720,    415,   1066
201307,    572,    666,    757,    455,   1094
201308,    569,    663,    751,    453,   1092
201309,    567,    661,    745,    452,   1088
201310,    563,    657,    741,    446,   1086
201311,    553,    655,    734,    445,   1081
201312,    552,    653,    728,    444,   1077
201401,    550,    653,    725,    439,   1073
201402,    546,    646,    721,    436,   1067
201403,    545,    642,    720,    435,   1064
201404,    543,    640,    716,    434,   1059
201405,    540,    637,    715,    432,   1054
201406,    539,    636,    710,    431,   1050
201407,    564,    670,    765,    530,   1100
201408,    560,    669,    764,    528,   1096
201409,    559,    668,    761,    525,   1092
201410,    555,    666,    755,    524,   1088
201411,    553,    664,    752,    519,   1082
201412,    550,    662,    744,    518,   1078
201501,    547,    660,    738,    515,   1074
201502,    543,    656,    733,    512,   1069
201503,    540,    653,    729,    509,   1063
201504,    539,    653,    724,    506,   1056
201505,    538,    652,    719,    502,   1055
201506,    536,    648,    714,    501,   1049
201507,    548,    657,    751,    591,   1110
201508,    543,    654,    748,    589,   1107
201509,    542,    647,    745,    587,   1103
201510,    539,    643,    736,    582,   1093
201511,    539,    641,    732,    579,   1088
201512,    537,    637,    726,    576,   1077
201601,    534,    626,    721,    574,   1069
201602,    532,    623,    715,    569,   1061
201603,    531,    618,    712,    569,   1052
201604,    525,    612,    709,    568,   1049
201605,    521,    608,    699,    563,   1040
201606,    520,    606,    693,    561,   1035
201607,    535,    612,    714,    611,   1073
201608,    533,    611,    708,    605,   1063
201609,    531,    605,    700,    600,   1054
201610,    527,    603,    694,    595,   1051
201611,    526,    601,    683,    591,   1048
201612,    524,    599,    676,    588,   1040
201701,    523,    596,    671,    587,   1038
201702,    521,    594,    665,    582,   1033
201703,    517,    592,    662,    577,   1027
201704,    515,    586,    657,    574,   1020
201705,    513,    583,    654,    572,   1011
201706,    509,    580,    650,    570,   1002
201707,    523,    615,    682,    613,   1058
201708,    522,    613,    674,    610,   1056
201709,    517,    608,    667,    608,   1051
201710,    517,    606,    659,    602,   1040
201711,    514,    603,    651,    598,   1030
201712,    509,    601,    648,    593,   1020
201801,    505,    601,    646,    593,   1015
201802,    504,    598,    641,    587,   1010
201803,    500,    596,    638,    584,   1007
201804,    496,    592,    635,    580,    999
201805,    495,    590,    631,    579,    997
201806,    492,    587,    627,    577,    992
201807,    506,    605,    670,    642,   1051
201808,    505,    604,    665,    640,   1047
201809,    504,    603,    663,    638,   1044
201810,    499,    599,    658,    635,   1036
201811,    496,    593,    655,    631,   1030
201812,    493,    591,    647,    628,   1026
201901,    491,    589,    642,    626,   1019
201902,    491,    585,    634,    624,   1016
201903,    488,    583,    627,    621,   1011
201904,    485,    580,    624,    617,   1006
201905,    483,    578,    623,    617,   1002
201906,    481,    577,    621,    614,   1001
201907,    499,    598,    654,    694,   1031
201908,    496,    595,    649,    693,   1025
201909,    492,    592,    643,    692,   1019
201910,    489,    587,    638,    690,   1015
201911,    485,    584,    637,    685,   1008
201912,    483,    579,    632,    681,    999
202001,    482,    575,    631,    675,    993
202002,    478,    572,    630,    672,    990
202003,    476,    570,    625,    672,    989
202004,    476,    566,    619,    668,    986
202005,    471,    563,    617,    666,    982
202006,    466,    557,    614,    663,    978
202007,    484,    559,    636,    722,   1024
202008,    480,    557,    631,    722,   1018
202009,    478,    554,    628,    721,   1016
202010,    478,    550,    626,    715,   1009
202011,    478,    548,    625,    712,   1008
202012,    474,    548,    622,    708,   1007
202101,    471,    545,    620,    705,   1006
202102,    471,    544,    617,    702,   1003
202103,    471,    543,    615,    699,   1000
202104,    470,    542,    606,    696,    997
202105,    469,    542,    602,    696,    992
202106,    468,    541,    598,    695,    988
202107,    511,    567,    706,    837,   1225
202108,    511,    565,    703,    835,   1220
202109,    509,    564,    699,    834,   1215
202110,    508,    562,    694,    832,   1204
202111,    507,    557,    691,    828,   1194
202112,    505,    555,    688,    825,   1188
202201,    504,    555,    688,    824,   1179
202202,    504,    553,    685,    824,   1171
202203,    502,    549,    681,    820,   1169
202204,    500,    547,    678,    819,   1162
202205,    498,    544,    675,    815,   1155
202206,    497,    541,    671,    812,   1151
202207,    550,    573,    777,    932,   1346
202208,    549,    572,    774,    926,   1340
202209,    548,    571,    766,    924,   1337
202210,    547,    569,    758,    919,   1322
202211,    546,    567,    755,    916,   1314
202212,    543,    565,    750,    910,   1251
202301,    541,    564,    746,    901,   1242
202302,    538,    563,    739,    893,   1234
202303,    537,    559,    735,    883,   1214
202304,    537,    559,    734,    876,   1203
202305,    534,    558,    729,    871,   1190
202306,    532,    556,    725,    861,   1179
202307,    536,    572,    748,    885,   1229
202308,    532,    569,    743,    878,   1213
202309,    531,    568,    740,    870,   1205
202310,    528,    565,    735,    859,   1194
202311,    524,    559,    727,    847,   1188
202312,    523,    558,    720,    837,   1165
202401,    522,    557,    717,    832,   1159
202402,    518,    556,    713,    822,   1154


  Average Firm Size
,Cnsmr,Manuf,HiTec,Hlth ,Other
192607,     38.17,     54.81,    146.41,     25.52,     51.64
192608,     40.14,     56.20,    149.03,     25.80,     52.59
192609,     41.09,     57.20,    152.42,     26.73,     54.68
192610,     41.79,     56.66,    152.25,     26.87,     54.59
192611,     40.06,     55.17,    148.76,     26.54,     52.90
192612,     41.37,     56.28,    153.15,     27.81,     54.15
192701,     42.67,     57.68,    152.96,     27.62,     55.55
192702,     42.54,     57.63,    153.61,     28.85,     56.71
192703,     44.54,     59.70,    159.88,     29.16,     59.36
192704,     45.05,     58.51,    169.19,     29.40,     60.27
192705,     46.50,     57.70,    171.48,     30.03,     60.68
192706,     49.05,     61.08,    180.25,     31.08,     64.37
192707,     45.58,     62.30,    161.79,     33.05,     59.42
192708,     49.44,     67.15,    174.07,     36.12,     62.78
192709,     51.81,     68.16,    178.96,     36.02,     61.92
192710,     54.66,     71.21,    184.25,     37.99,     64.42
192711,     52.05,     68.35,    183.01,     39.62,     61.86
192712,     55.61,     73.28,    194.69,     40.86,     64.42
192801,     57.57,     74.43,    195.33,     40.55,     65.23
192802,     56.79,     74.41,    195.23,     41.46,     64.41
192803,     55.65,     73.83,    194.25,     34.35,     62.88
192804,     63.14,     78.67,    212.50,     37.75,     66.38
192805,     63.30,     84.56,    225.79,     38.56,     69.09
192806,     65.48,     84.36,    235.37,     41.86,     68.88
192807,     60.92,     79.40,    228.46,     62.28,     68.91
192808,     62.45,     80.05,    227.76,     63.68,     68.49
192809,     67.81,     84.71,    243.97,     72.50,     71.44
192810,     70.11,     88.25,    242.90,     71.51,     71.65
192811,     71.19,     90.19,    248.61,     71.46,     71.19
192812,     76.51,    104.15,    281.81,     74.61,     77.97
192901,     76.10,    104.38,    290.03,     86.73,     78.34
192902,     76.50,    110.49,    323.97,     89.60,     82.52
192903,     74.98,    111.69,    330.41,     89.08,     82.29
192904,     72.07,    112.40,    342.76,     87.52,     80.13
192905,     72.99,    115.09,    351.27,     88.71,     80.41
192906,     65.71,    108.10,    338.09,     81.19,     80.46
192907,     67.05,    121.61,    368.59,     85.62,     89.00
192908,     67.18,    127.19,    409.03,     87.74,     94.64
192909,     70.21,    139.10,    457.52,     89.94,    100.84
192910,     66.11,    132.93,    432.22,     83.30,     94.72
192911,     52.46,    105.46,    333.97,     68.18,     83.36
192912,     45.93,     91.93,    284.16,     62.27,     75.44
193001,     45.77,     94.04,    299.15,     62.54,     75.00
193002,     48.46,     98.52,    318.07,     64.01,     78.37
193003,     48.41,    100.72,    341.49,     71.64,     80.66
193004,     50.26,    111.32,    367.85,     75.54,     84.46
193005,     49.27,    110.04,    364.77,     74.54,     78.89
193006,     50.24,    107.73,    355.78,     81.58,     78.40
193007,     43.71,     89.60,    256.01,     61.53,     65.91
193008,     45.97,     93.43,    263.12,     65.50,     67.94
193009,     46.37,     92.99,    268.05,     69.96,     67.35
193010,     40.82,     80.58,    232.99,     63.53,     59.93
193011,     37.81,     73.02,    207.66,     60.71,     54.66
193012,     38.31,     70.00,    200.67,     58.16,     51.66
193101,     35.86,     64.41,    184.38,     53.87,     46.93
193102,     38.08,     67.60,    193.51,     58.26,     52.35
193103,     42.28,     75.40,    219.45,     62.22,     55.06
193104,     40.97,     69.83,    211.81,     63.00,     49.60
193105,     38.59,     61.05,    193.76,     60.68,     44.58
193106,     34.23,     52.31,    172.87,     53.86,     36.83
