This file was created by CMPT_IND_RETS using the 202403 CRSP database.
It contains value- and equal-weighted returns for 17 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
197111,  -3.28,  -3.60,  -1.58,  -4.19,  -3.89,  -2.05,  -2.18,  -4.32,  -3.50,  -5.37,  -4.18,  -2.74,  -3.21,  -1.06,  -3.11,  -3.61,  -3.65
197112,  10.94,  10.57,  11.28,  11.81,  12.60,  10.47,  10.37,  10.60,  12.88,  12.01,  14.70,  13.22,  11.77,   7.22,  12.13,   7.33,  14.47
197201,   6.32,  18.06,   7.80,  12.24,  13.58,   8.78,   6.38,  10.32,  10.10,   9.50,  14.47,  16.20,  12.92,   1.01,   8.39,   6.88,  12.79
197202,   4.27,   4.30,   6.61,   1.72,   6.90,   4.04,   6.78,   3.57,   5.35,   6.85,   5.52,   4.77,   2.69,  -2.23,   4.50,   1.73,   5.30
197203,  -0.25,  -1.10,  -3.10,  -2.78,   0.46,   1.09,   0.99,   0.53,   0.35,   0.28,   0.23,   0.77,  -0.63,  -0.03,   0.08,   2.45,  -0.59
197204,  -0.23,  -0.91,  -2.35,  -1.44,   2.40,   0.62,   0.63,   0.09,   0.89,  -0.73,   1.73,   2.86,   1.31,  -2.31,  -1.39,   0.91,  -0.11
197205,  -1.77,   2.45,  -1.43,  -5.25,  -1.99,  -1.67,  -0.15,  -3.99,  -2.92,  -3.78,  -0.68,  -0.94,  -1.77,  -0.52,  -3.26,  -3.49,  -1.19
197206,  -2.05,  -2.17,  -2.43,  -4.06,  -4.54,  -1.42,  -0.66,  -3.80,  -3.74,  -5.60,  -2.62,  -3.90,  -5.22,  -1.36,  -6.93,  -3.73,  -3.14
197207,  -2.49,   0.47,  -2.12,  -4.25,  -3.35,   0.53,  -1.91,  -3.97,  -3.08,  -0.53,  -2.20,  -5.16,  -2.04,   0.36,  -6.72,  -3.67,  -4.22
197208,   0.51,   1.65,   9.37,  -1.21,  -1.64,   2.69,   1.60,  -0.62,   3.78,   1.13,   1.05,  -0.37,   0.93,   4.60,  -1.39,   2.45,   0.84
197209,  -2.00,  -6.36,  -2.51,  -3.97,  -4.11,  -3.17,  -2.14,  -3.31,  -3.54,  -2.43,  -3.42,  -3.37,  -4.40,   0.20,  -3.60,  -1.95,  -4.07
197210,  -0.09,  -2.34,   1.54,   0.14,  -1.85,  -1.20,  -1.31,  -3.85,  -2.98,  -1.68,  -2.16,  -5.84,  -0.40,   5.82,  -3.17,  -0.70,  -3.07
197211,   3.88,   3.03,   7.06,   7.72,   3.54,   5.58,   4.30,   4.56,   8.98,   3.07,   4.28,   4.85,   3.56,   6.68,   8.52,   5.06,   3.64
197212,  -1.80,   0.52,   0.69,  -4.35,  -1.40,  -0.74,  -0.37,  -2.38,  -3.73,   1.90,  -2.00,  -3.81,  -3.37,  -0.87,  -2.53,  -3.62,  -2.35
197301,  -2.60,   7.18,   5.16,  -5.17,  -8.20,  -2.54,  -3.28,  -4.83,  -0.48,  -4.75,  -3.34,  -7.72,  -4.71,  -2.95,  -5.81,  -6.39,  -5.33
197302,  -4.41,   4.53, -10.35,  -8.88,  -8.71,  -4.00,  -5.65,  -8.25,  -4.87,  -6.98,  -8.70,  -9.87,  -7.18,  -1.85, -10.08,  -7.32,  -8.66
197303,  -2.99,  -2.53,  -1.06,  -4.14,  -3.62,  -1.64,  -1.84,  -2.36,   3.49,  -1.54,  -3.44,  -3.19,   0.03,  -1.40,  -5.95,  -2.73,  -3.38
197304,  -5.79,  -1.47,  -4.68,  -8.91, -10.60,  -4.19,  -7.90,  -5.50,  -4.39,  -6.02,  -7.29,  -8.72,  -8.49,  -0.66,  -9.75,  -9.10,  -8.75
197305,  -6.65,  -2.15,  -9.00, -10.59, -10.59,  -7.06,  -6.43,  -8.24,  -7.45,  -6.01,  -8.95, -11.68, -10.21,  -0.69,  -9.20,  -7.83,  -9.90
197306,  -4.03,   1.85,  -1.11,  -6.50,  -4.57,  -2.97,  -1.49,  -4.08,  -1.34,  -2.99,  -2.52,  -4.88,  -4.29,  -1.79,  -5.05,  -2.58,  -3.57
197307,  10.54,  10.31,   8.62,   9.67,  13.83,  11.86,  11.67,  10.90,  10.25,  11.57,  15.25,  15.74,  10.73,  -1.24,  12.44,   6.61,  12.42
197308,  -1.98,  -2.36,  -3.00,  -7.30,  -7.14,  -0.71,  -7.79,  -5.00,  -2.61,  -3.13,  -3.99,  -6.96,  -4.12,  -1.99,  -5.21,  -4.69,  -4.68
197309,   7.79,   8.50,  16.93,   4.99,   6.18,   9.88,   5.37,   5.30,   8.82,   7.01,  11.18,   6.37,   8.91,   6.25,   6.33,   5.34,   6.90
197310,  -0.15,  11.58,  14.38,  -2.00,  -3.28,   0.85,  -0.92,  -0.70,   5.93,  -0.01,   1.59,  -2.10,  -0.99,  -2.30,  -2.77,  -2.09,  -0.94
197311, -15.12,  -3.90,  -6.36, -20.97, -22.84, -21.02, -16.73, -18.79, -16.71, -16.33, -20.29, -23.91, -18.45,  -9.64, -21.39, -14.18, -18.46
197312,  -2.44,   9.85,   6.55,  -9.78,  -8.78,  -1.61,  -3.92,  -7.27,   2.23,  -7.05,  -3.58,  -7.13,  -4.79,   2.11,  -5.63,  -4.06,  -4.53
197401,  12.74,  18.45,   4.24,  18.87,  16.56,  14.43,  11.68,  19.59,  16.28,  15.92,  12.79,  19.26,  16.05,   5.85,  14.39,  10.53,  12.59
197402,   3.81,   0.89,  -2.79,   0.78,   3.78,   1.75,  -0.67,  -0.02,   0.61,   1.94,  -0.32,  -2.59,   4.39,   1.07,   0.18,   0.17,   0.65
197403,   0.34,  -1.89,  -2.34,   0.67,   3.53,   3.77,   0.03,   1.59,   1.43,   2.73,  -0.23,   2.37,   2.37,  -2.61,   3.20,  -0.30,   1.62
197404,  -5.28,  -7.34,  -7.75,  -3.93,  -5.98,  -1.13,  -5.69,  -4.82,  -1.22,  -3.48,  -5.00,  -4.99,  -4.00,  -9.23,  -5.17,  -6.35,  -5.17
197405,  -6.18,  -9.17, -11.68,  -7.54,  -6.00,  -3.18,  -4.84,  -7.17,  -4.98,  -6.34,  -7.09,  -6.88,  -6.99,  -6.34,  -5.61,  -8.91,  -6.56
197406,  -2.85,  -0.87,  -0.13,  -2.18,  -3.60,   0.80,  -1.62,  -2.52,   4.89,  -4.08,  -3.34,  -3.74,  -0.92,  -4.21,  -3.37,  -5.49,  -3.17
197407,  -5.59,   4.31,  -4.53,  -3.77,  -8.16,  -2.79,  -6.64,  -6.00,  -0.55,  -3.94,  -6.51,  -6.53,  -4.23,  -0.12,  -5.58,  -6.52,  -5.48
197408,  -8.41,  -7.58,  -8.97,  -7.12,  -8.29,  -4.27,  -8.97,  -8.29,  -6.01,  -5.60,  -8.11,  -6.18,  -7.42,  -6.82,  -8.74,  -9.73,  -8.06
197409,  -8.42, -13.28,  -5.46,  -7.64, -10.16,  -8.32, -11.50,  -7.60,  -7.85, -10.14, -11.22,  -8.46,  -7.57,  -2.29,  -8.61,  -5.12,  -7.96
197410,  11.36,  22.86,  24.45,   1.36,   6.66,  12.90,  19.94,   6.24,  11.51,  10.01,   8.39,   5.67,  10.24,   9.86,   6.65,   7.95,   8.38
197411,  -2.54,  -1.89,   0.15,  -9.83,  -7.17,  -6.61,  -0.85,  -5.63,  -2.66,  -6.83,  -5.90,  -4.50,  -7.15,  -0.47,  -6.97,  -4.47,  -4.72
197412,  -5.01,  -8.57,  -3.61, -10.77, -11.10,  -4.91,  -8.07,  -9.77,  -5.18,  -7.53,  -8.49,  -9.95,  -8.86,  -2.60,  -9.04,  -6.54,  -7.85
197501,  24.33,  17.67,  15.77,  33.65,  36.08,  20.57,  28.90,  37.70,  24.02,  30.82,  30.43,  32.66,  27.07,  22.76,  34.20,  28.54,  28.50
197502,   6.48,   8.52,   6.08,   2.23,   3.30,   9.82,   9.64,   4.87,   3.63,   6.54,   6.52,   4.05,   5.29,   0.96,   5.59,   2.87,   7.93
197503,   8.54,   6.57,  -1.20,  13.10,  12.39,   6.12,   6.44,  12.91,   7.20,   7.89,  10.60,  13.16,   6.64,  -0.60,  14.79,   5.13,   7.83
197504,   2.54,   4.65,   5.93,   4.85,   3.76,   8.32,   3.38,  -0.12,   5.56,   3.44,   6.42,   1.92,   4.42,   0.06,   3.52,  -0.32,   4.28
197505,   6.46,  10.56,  13.70,   7.75,   5.88,   6.14,   7.37,   5.55,   0.65,   9.10,   9.28,   9.67,   4.67,   7.04,   6.41,   5.53,   8.54
197506,   6.78,   6.47,   9.42,  11.16,  10.43,   8.00,   5.74,   7.34,   8.42,   7.31,   8.94,   9.61,   7.24,   9.53,   6.68,   4.38,   6.68
197507,   1.07,  -5.12,  -2.23,   1.71,  -0.40,  -4.22,  -3.37,  -0.86,  -2.69,   3.85,  -2.17,   0.47,  -0.26,  -3.15,   1.85,  -0.95,  -0.70
197508,  -4.51,  -6.19,  -2.98,  -5.32,  -5.26,  -4.15,  -6.25,  -5.64,  -3.97,  -4.11,  -6.20,  -4.27,  -4.04,  -1.66,  -3.83,  -5.34,  -4.70
197509,  -1.30,  -2.56,  -4.85,  -0.74,  -4.84,  -4.02,  -3.46,  -5.07,  -4.10,  -3.87,  -3.87,  -4.10,  -3.45,  -0.93,  -2.26,  -4.83,  -4.01
197510,   3.67,  -6.13,  -0.41,   4.91,   3.13,   0.72,   4.27,  -0.30,  -1.31,  -0.50,   0.24,   3.98,   2.36,   5.05,   6.16,   0.81,   1.03
197511,   2.33,  -2.72,  -1.93,   5.94,   3.74,   2.21,   2.50,   1.88,   0.23,   2.68,   0.01,   1.62,   3.52,   3.21,   5.87,   0.16,   2.02
197512,  -1.48,   2.99,  -2.11,  -0.62,  -0.85,  -0.02,  -0.82,   3.20,  -0.77,  -0.96,  -1.06,   1.32,  -1.36,   0.67,  -1.09,   0.66,  -1.05
197601,  14.04,  13.96,  15.15,  26.55,  24.12,  21.16,  14.28,  22.83,  19.79,  23.24,  23.34,  25.00,  16.88,   9.74,  18.94,  14.86,  18.46
197602,   6.90,   6.42,   3.06,  18.07,  18.29,   8.24,   6.19,  15.04,  12.37,  11.61,  14.58,  13.04,  13.26,  -0.85,  12.22,  10.44,  11.58
197603,  -0.15,   2.47,   2.16,   0.69,   2.42,   1.78,   3.39,   4.07,   1.41,   3.47,   2.20,   2.62,   0.84,   0.10,   3.28,   2.42,   2.37
197604,  -0.64,   2.64,   2.23,  -1.01,  -1.92,   1.17,  -2.09,  -0.68,  -2.27,  -1.03,  -1.56,  -1.25,   1.49,   1.53,  -2.32,  -0.87,  -0.24
197605,  -2.39,   2.07,   7.02,  -6.90,  -3.55,  -1.30,  -3.24,  -4.20,   1.06,  -2.38,  -1.81,  -4.16,  -0.86,  -1.14,  -4.40,  -1.52,  -1.59
197606,   3.71,   4.92,   3.35,  -0.83,   0.80,   3.70,   2.06,   2.42,   3.29,   3.86,   5.35,   4.84,   3.91,   3.10,   0.50,   2.20,   3.29
197607,   0.74,  -3.47,   1.55,  -2.35,   0.54,   2.28,  -1.37,   0.18,  -1.11,  -0.30,  -0.13,  -0.98,   1.42,   2.95,  -0.96,   1.10,   0.26
197608,  -2.40,  -6.19,  -3.13,  -4.03,  -3.36,  -0.76,   0.79,  -1.23,  -3.72,  -1.60,  -2.85,  -2.37,  -3.00,   2.88,  -1.24,   0.02,  -1.39
197609,  -0.21,   4.35,   6.53,  -1.78,   1.06,   2.14,   0.65,   1.63,  -0.64,   2.01,   2.45,   0.31,   0.65,   4.02,   0.98,   1.89,   1.32
197610,  -1.18,  -1.80,  -0.31,  -4.30,  -3.61,  -2.67,  -3.63,  -1.08,  -4.79,  -2.20,  -3.27,  -2.87,  -2.81,  -0.20,  -2.38,  -0.27,  -2.27
197611,   1.63,   0.73,   3.83,   2.43,   2.78,  -1.45,   0.20,   4.77,   1.92,   0.94,   2.59,   2.87,   2.94,   2.98,   3.09,   2.55,   2.67
197612,   8.50,   8.41,  11.37,   9.63,  10.42,  10.49,   8.72,  10.11,   5.48,  12.71,  10.76,  11.90,   7.93,   7.04,   8.42,   9.85,  10.83
197701,   2.36,   4.10,  12.44,   3.23,   1.27,   1.76,   2.06,   2.17,   4.95,   3.24,   6.20,   2.56,   3.08,   2.46,   0.49,   2.82,   4.06
197702,   0.31,   2.42,  -1.89,  -0.67,   1.95,   2.03,   0.58,  -0.47,  -1.67,   1.15,   1.09,  -0.64,   1.00,  -2.73,  -0.67,   0.59,   0.67
197703,  -0.49,   4.77,  -1.00,  -0.04,  -0.02,  -0.42,  -0.82,   1.75,   2.41,   2.24,   2.01,  -2.96,  -0.20,   0.32,   0.32,   0.80,   1.91
197704,   1.70,  -0.92,   3.28,   0.30,   1.22,   1.26,  -1.48,   3.35,   0.66,   3.02,   2.57,  -1.72,   2.47,   1.67,   0.08,   2.17,   2.07
197705,   0.48,  -4.41,   2.44,  -1.42,  -1.77,  -1.59,  -0.22,  -0.89,  -2.61,  -0.85,   0.52,  -0.22,   1.35,   1.39,   0.14,   0.83,   0.99
197706,   3.49,   3.32,   8.38,   5.62,   4.43,   5.66,   4.38,   4.68,   3.74,   5.22,   5.61,   3.37,   5.03,   5.53,   5.48,   4.48,   6.16
197707,   1.30,  -2.49,  -0.46,   0.89,  -0.58,  -0.60,  -0.66,   1.84,  -3.12,   0.94,  -0.34,   0.51,  -0.96,   1.78,   1.51,   2.60,   2.30
197708,  -0.54,  -3.98,  -3.20,  -1.39,   0.25,  -1.08,   1.29,  -0.81,  -3.45,   0.21,  -0.14,  -3.36,  -1.48,  -1.81,   1.37,   0.97,  -0.09
197709,   1.23,  -0.35,   2.43,   1.48,  -1.23,   1.39,   2.18,   0.43,  -3.78,  -1.46,   1.17,   3.85,   0.94,   1.51,   3.10,   1.53,   1.89
197710,  -1.10,  -3.79,  -5.46,  -2.41,  -3.15,  -1.78,  -1.94,  -1.21,  -1.35,  -2.34,  -3.27,  -1.34,  -3.65,  -2.26,  -1.83,  -1.88,  -2.11
197711,   4.72,   3.09,   8.93,   8.08,   7.87,   6.40,   6.94,   7.99,   4.01,   6.38,   8.99,   6.85,   8.11,   3.53,   5.85,   6.25,   7.99
197712,   0.96,   2.00,   3.86,   1.30,   2.53,   0.24,   1.05,   1.97,   3.08,   0.78,   2.62,  -0.91,   1.89,   0.11,   1.92,   1.79,   2.95
197801,   0.45,  -1.23,  -3.37,   0.00,  -1.47,  -2.05,  -1.41,  -1.87,  -1.22,   0.23,  -2.79,  -2.62,  -0.01,  -3.21,  -1.47,  -0.43,  -0.77
197802,   2.60,   0.66,   0.92,   2.22,   1.79,   2.18,   2.71,   2.93,   0.49,   1.08,   3.67,   6.12,   1.57,   0.42,   3.98,   3.18,   2.37
197803,   5.36,   7.80,   2.50,   7.10,   7.13,   5.20,   7.59,   7.43,   7.02,   7.58,   8.50,   9.97,   7.20,   1.64,   7.62,   6.13,   7.23
197804,   5.79,   5.35,   5.56,   7.46,  10.07,   9.39,   9.25,   9.62,   8.48,   6.34,  11.20,   5.79,   7.89,   0.31,   8.41,   7.52,   8.66
197805,   7.64,   6.19,   3.94,   5.78,   8.60,   4.00,   6.61,   7.37,   6.79,   6.13,   9.96,   6.06,   7.60,   0.17,   8.24,   3.64,   8.54
197806,   1.63,  -1.36,  -0.63,  -0.30,  -0.92,  -0.07,   0.18,   0.22,  -1.66,   0.82,   0.01,  -0.66,   0.28,   1.02,  -0.03,   1.81,   2.29
197807,   2.24,   8.03,   4.35,   2.88,   4.87,   5.28,   6.67,   5.16,   7.01,   4.66,   6.98,   2.87,  10.09,   3.03,   3.43,   4.47,   5.82
197808,   5.07,   2.16,   3.44,   9.67,   9.96,   6.20,   7.05,  13.47,   6.91,   9.85,  13.07,  13.53,   8.43,   1.63,  11.02,   7.22,  11.12
197809,   1.62,   1.91,   2.57,   5.38,  -0.31,  -0.80,   0.26,  -1.15,  -1.47,  -0.95,   0.75,   1.03,  -3.13,   0.13,  -1.02,   0.91,   0.50
197810, -15.26, -14.61, -21.10, -21.59, -19.88, -16.53, -20.88, -21.00, -17.11, -19.56, -22.32, -21.83, -19.29,  -7.28, -19.01, -12.71, -19.12
197811,   5.67,  -3.24,   8.89,   5.41,   3.83,   3.37,   6.80,   3.44,   4.23,   3.29,   6.55,   3.32,   3.72,   2.26,   3.97,   1.85,   4.67
197812,   0.70,   1.50,   1.92,  -0.75,  -0.92,   2.34,  -1.13,   0.33,   1.22,   2.15,   2.56,   1.68,   1.72,  -0.67,   0.13,   1.87,   2.34
197901,   7.94,  14.25,   7.49,   9.64,   9.79,   8.99,   9.04,  11.89,  13.46,   9.50,  10.81,  12.45,   8.38,   6.07,   8.49,   7.02,   9.81
197902,  -2.69,   2.44,   3.07,  -2.22,  -3.18,  -0.21,  -2.42,  -1.38,  -1.82,  -2.31,  -3.23,  -4.76,  -5.08,  -0.85,  -3.88,  -1.06,  -1.72
197903,   4.78,  10.10,  18.48,   7.24,   8.60,   9.17,   7.16,   7.00,  10.02,   7.33,  10.47,   4.83,   8.96,   2.55,   6.96,   6.88,   8.52
197904,   3.54,   1.04,   5.23,   1.27,   2.90,   5.21,   1.75,   3.09,   2.34,   2.62,   2.70,   0.53,   1.27,  -0.84,   2.09,   2.82,   3.34
197905,  -0.83,   2.92,  -0.28,  -1.08,   1.32,  -2.57,  -0.73,  -2.60,  -0.16,   1.00,  -1.07,  -3.01,   0.56,   0.57,  -2.62,  -0.41,  -1.45
197906,   2.59,   7.61,  20.17,   0.45,   3.75,   4.34,   5.98,   6.07,   5.13,   4.39,   5.27,   3.60,   3.22,   5.53,   2.74,   6.71,   5.13
197907,   1.06,   3.60,   0.95,  -0.97,   0.88,   2.84,   2.48,   2.72,   3.51,   5.34,   2.00,   3.81,   4.83,   3.83,   1.76,   2.83,   2.23
197908,   9.01,   7.09,  12.94,   4.94,   5.43,   9.28,   8.14,   8.73,   7.37,   9.82,   9.07,   5.00,   9.43,   2.50,   8.17,   6.36,   7.16
197909,  -1.16,   9.24,   7.01,  -2.27,  -0.13,   1.14,  -1.27,  -1.05,   0.27,  -1.97,  -0.76,   0.39,  -2.47,  -1.52,  -0.23,  -1.03,  -0.10
197910, -10.14, -10.10,  -6.58,  -9.77,  -9.14,  -7.74,  -8.64, -11.89, -11.80,  -8.60,  -9.52, -11.63,  -9.30,  -6.66,  -9.38,  -9.80, -10.20
197911,   7.14,   8.59,  17.46,   2.42,   2.42,   5.78,   7.79,   5.05,   3.34,   6.46,   8.87,  -0.48,   7.64,   6.87,   4.04,   5.15,   7.09
197912,   4.83,  25.56,  18.14,   3.57,   5.20,   8.93,   5.47,   5.12,   9.23,   8.50,   8.78,   2.96,   6.28,  -0.75,   3.64,   3.78,   7.46
198001,   8.61,  28.76,  19.36,   7.45,  11.04,   8.98,   4.81,  10.89,  18.56,  14.05,  11.93,  11.05,  15.89,   1.21,   4.57,   5.92,  10.85
198002,  -1.05,   2.55,   9.63,  -1.30,  -2.02,  -0.44,  -3.44,  -1.48,  -3.63,  -3.48,  -1.37,  -0.80,  -3.68,  -4.05,  -3.16,  -2.80,   0.41
198003, -15.35, -24.02, -25.19, -13.64, -16.45, -16.24, -12.94, -17.35, -16.38, -18.38, -18.22, -18.69, -16.25,  -6.72, -14.65, -13.87, -16.57
198004,   5.73,  -0.19,   7.01,   1.51,   4.02,   5.41,   6.80,   2.86,   3.44,   3.97,   2.96,  -0.67,   2.38,  12.90,   4.00,   7.87,   5.59
198005,   8.37,   7.11,   5.69,   4.44,   6.83,   6.60,   9.14,   8.32,   5.69,   5.37,   7.21,   7.93,   5.87,   4.96,   9.90,   8.06,   7.19
198006,   4.06,   7.66,   6.69,   4.13,   4.18,   3.20,   2.78,   4.68,   2.83,   3.33,   3.85,   0.82,   2.26,   4.92,   3.54,   5.29,   4.23
198007,   6.42,   4.96,   6.62,   8.32,   8.82,   9.86,  10.81,  10.94,  10.19,   7.71,  14.65,   6.50,  13.27,   0.65,   9.46,   6.33,  10.52
198008,   4.41,   7.01,   9.15,   7.49,   6.82,   5.09,   6.73,   3.65,   4.66,   6.16,  10.59,   7.39,   4.23,  -1.29,   5.50,   3.74,   8.47
198009,   2.85,  14.10,  11.72,   3.26,   5.36,   3.09,   3.59,   5.08,   3.18,   4.67,   6.07,   7.67,   1.30,   0.12,   2.82,   3.58,   5.63
198010,   0.23,   1.19,  12.00,   3.63,   3.05,   1.53,   3.85,   2.95,   1.65,   4.31,   5.33,   0.15,   5.73,   1.17,   1.34,   1.38,   6.80
198011,   1.96,   8.65,  26.86,  -0.09,   3.07,   7.17,   7.14,   3.45,   6.17,   7.91,   8.58,   3.09,   9.51,   2.35,   1.95,   2.69,   8.46
198012,  -1.71, -11.17,  -7.40,  -4.36,  -5.27,  -1.79,   0.02,  -4.94,  -5.90,  -2.94,  -4.35,  -2.67,  -4.68,   0.29,  -1.78,  -0.26,  -3.22
198101,   3.09,  -3.44,  -6.53,   5.24,   2.48,  -0.02,   5.33,   0.57,   2.48,  -0.73,  -2.55,   3.31,   0.62,   0.39,   3.64,   1.93,   0.57
198102,   0.59,  -4.13,  -3.16,   1.70,   2.19,   1.07,   0.58,   2.09,   0.71,  -1.40,  -1.33,   2.47,   0.26,  -0.23,   2.65,   2.39,   0.49
198103,   5.31,   9.19,  -0.17,   9.27,   8.33,   3.86,   9.50,  10.92,  14.67,   7.89,   8.45,   8.06,   7.29,   2.74,   9.08,   6.52,   7.77
198104,   2.08,  -3.47,  -7.73,   6.48,   5.22,   2.01,   8.25,   1.17,   1.49,   2.69,   4.79,   4.16,   4.90,  -1.65,   4.89,   3.15,   3.99
198105,   2.40,  -1.32,   1.87,   5.05,   3.08,  -1.02,   3.07,   1.97,   2.05,   1.52,   5.58,   4.06,   4.33,   2.05,   1.77,   0.44,   3.44
198106,   0.17, -11.58,  -7.52,   3.28,   0.80,  -0.79,  -1.73,   0.97,  -1.81,   0.81,  -3.88,   1.21,  -2.48,   3.31,   2.90,   2.99,  -1.26
198107,  -0.08,   2.91,   4.72,  -2.91,  -2.15,   0.33,  -1.50,  -3.10,  -0.41,  -1.73,  -4.93,  -1.49,  -4.45,   1.34,  -3.30,  -1.92,  -2.97
198108,  -5.53,  -5.30,  -8.34,  -6.17,  -6.74,  -7.56,  -6.59,  -7.77,  -8.77,  -7.08, -10.74,  -8.31,  -7.65,  -0.38,  -6.49,  -4.59,  -8.94
198109,  -6.09, -14.25, -17.50,  -5.60,  -9.34,  -8.20,  -7.49,  -8.94,  -9.05,  -8.06, -10.07,  -7.03,  -8.18,  -4.20,  -5.45,  -5.22,  -9.78
198110,   8.35,   6.77,   9.03,   4.52,   7.50,   4.84,   7.26,   5.06,   2.82,   7.57,   8.00,   4.89,   5.78,   4.69,   5.78,   5.79,   8.63
198111,   2.14,  -4.10,  -2.04,   1.02,   1.28,   3.30,   1.06,   1.94,  -0.86,   0.43,   1.48,   2.36,   2.09,   7.13,   1.18,   4.08,   2.16
198112,   0.48,  -7.97,  -6.22,  -2.28,  -1.07,  -2.52,  -1.55,  -2.34,  -3.53,  -2.39,  -0.97,  -4.59,  -3.18,  -2.48,  -1.00,  -1.04,  -1.68
198201,  -0.36,  -4.69,  -7.38,   0.25,  -0.92,  -2.74,  -0.12,  -3.31,  -3.42,   0.02,  -1.20,   1.99,  -1.31,   0.62,  -0.20,  -1.61,  -1.84
198202,  -2.04,  -8.72, -16.01,  -2.62,  -1.60,  -0.97,  -3.70,  -4.35,  -5.58,  -4.65,  -5.79,  -2.41,  -2.73,   0.22,  -1.70,  -2.41,  -4.68
198203,   1.73,  -5.86,  -5.01,   0.91,  -0.79,  -1.56,   1.38,  -1.90,  -6.02,  -0.86,  -2.00,   1.37,  -2.67,   1.73,   3.14,  -1.10,  -0.84
198204,   5.53,   7.37,   1.55,   6.33,   5.34,   3.56,   8.50,   5.46,   1.52,   1.33,   6.87,   6.91,   3.31,   4.06,   8.20,   3.43,   6.58
198205,  -0.62,  -6.46,  -1.82,  -2.25,  -2.51,  -2.77,  -3.39,  -2.63,  -5.15,  -4.04,  -3.58,  -1.48,  -2.11,  -0.09,  -0.54,  -1.81,  -2.76
198206,   0.68,  -7.63, -10.75,  -1.46,  -1.15,  -3.42,  -3.48,  -1.37,  -4.75,  -5.64,  -4.31,   1.23,  -0.75,  -1.52,   0.15,  -2.66,  -3.61
198207,   2.29,  -2.40, -10.90,  -0.93,   0.70,  -1.42,   0.75,  -0.87,  -2.92,  -1.28,  -2.06,   1.15,  -0.74,  -2.02,   1.74,  -0.90,  -1.11
198208,   4.27,  15.67,   4.58,   3.80,   2.63,   7.31,   7.53,   9.45,   8.16,   5.37,   6.25,   8.13,   9.70,   9.51,   5.93,   7.87,   4.94
198209,   7.16,   3.62,  -6.37,   6.95,   3.75,   3.12,   4.15,   1.50,  -0.44,  -0.91,   2.65,   2.59,   2.05,   1.97,   5.94,   5.16,   4.74
198210,   9.79,  12.80,   8.42,  10.84,  14.76,  12.32,  12.70,  14.71,   7.80,   7.96,  15.04,  12.65,  14.35,   6.18,  13.84,  12.43,  15.25
198211,   8.73,   3.22,  -5.95,  12.08,  10.45,   6.22,  11.30,  18.99,   4.69,  12.51,  11.79,  11.44,  12.25,   1.87,  11.55,   9.07,  11.54
198212,   1.91,   5.29,  -1.58,   1.42,   1.58,   2.99,   1.88,   3.32,   2.54,   3.20,   3.97,   3.48,   0.68,   2.74,   3.13,  -0.17,   3.16
198301,   7.67,  39.66,  16.51,   8.32,  14.45,  12.28,   9.47,   9.56,  12.52,   8.67,  12.99,   8.38,   7.29,   4.00,   6.35,   5.09,  12.95
198302,   6.30,  -4.47,  -6.02,   8.56,   9.91,   6.34,   5.49,   7.90,   6.26,   4.10,   7.40,   6.39,   9.34,   2.41,   9.97,   4.81,   6.44
198303,   6.14,   2.74,   2.55,   8.37,   4.43,   0.88,   4.32,   7.66,   5.25,   3.04,   2.82,   6.32,   3.64,   0.71,  10.19,   7.13,   5.68
198304,   6.41,   8.78,   8.56,   9.35,   7.79,   8.18,   7.75,   9.10,   5.15,   4.29,   6.63,  12.90,   6.60,   4.37,  11.60,   9.95,   7.56
198305,   5.09,  16.08,  16.81,   7.02,   9.30,   6.15,   7.05,   8.84,  10.61,  10.67,  12.88,   8.82,   8.55,   4.00,   7.92,   4.87,   9.58
198306,   3.48,   1.06,   3.72,   9.61,   5.77,   3.45,   7.64,   4.82,   1.21,   3.12,   5.67,   7.08,   7.25,  -0.14,   6.51,   1.34,   6.49
198307,  -0.95,  -1.34,   1.93,  -1.62,  -1.85,   0.15,  -5.39,  -3.17,  -0.35,   0.68,  -3.95,  -3.81,  -2.46,   1.80,  -1.04,  -0.58,  -3.19
198308,  -1.23,  -4.82,  -1.72,  -2.72,  -4.56,   0.37,  -3.26,  -6.55,  -0.50,  -4.90,  -4.80,  -3.18,  -4.33,   2.05,  -4.57,   1.31,  -4.91
198309,   3.58,  -5.80,  -3.14,   1.32,  -0.40,   0.28,   0.25,   1.08,   0.59,  -0.63,   0.21,   2.30,  -0.47,   3.87,   1.86,   3.22,  -1.33
198310,  -2.18, -11.32,  -6.52,  -4.96,  -5.65,  -4.56,  -6.14,  -5.28,  -5.44,  -4.37,  -9.22,  -5.15,  -3.01,   1.95,  -5.47,  -1.99,  -7.59
198311,   2.64,   5.03,  -4.51,   5.49,   3.35,   4.70,   3.07,   4.50,   7.69,   3.25,   4.68,   5.26,   5.49,   0.55,   4.72,   2.77,   2.73
